time,x1,x2,x3,x4,x5,x1_mean,x1_flut,x2_mean,x2_flut,x3_mean,x3_flut,x4_mean,x4_flut,x5_mean,x5_flut
0.0034,1.7269,0.8465,0.8406,1.0287,0.9895,11.644254089355522,0.013181884765701035,5.0942323852538784,-0.10408822021485653,6.150029809570259,-0.14330823364259093,6.364531567382773,-0.010981860351571893,6.246980328369128,-0.06160666503905743
0.0036,1.7313,0.8456,0.8424,1.0305,0.9774,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.10498822021485654,6.150029809570259,-0.1415082336425909,6.364531567382773,-0.009181860351571869,6.246980328369128,-0.07370666503905743
0.0038,1.7291,0.8439,0.8432,1.0335,0.9658,11.644254089355522,0.015381884765701015,5.0942323852538784,-0.10668822021485658,6.150029809570259,-0.140708233642591,6.364531567382773,-0.006181860351571755,6.246980328369128,-0.08530666503905748
0.004,1.7269,0.8448,0.8441,1.0365,0.9564,11.644254089355522,0.013181884765701035,5.0942323852538784,-0.10578822021485657,6.150029809570259,-0.13980823364259098,6.364531567382773,-0.0031818603515718635,6.246980328369128,-0.09470666503905745
0.0042,1.7313,0.8456,0.845,1.0431,0.951,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.10498822021485654,6.150029809570259,-0.13890823364259097,6.364531567382773,0.0034181396484280757,6.246980328369128,-0.10010666503905752
0.0044,1.7291,0.8465,0.8467,1.053,0.9546,11.644254089355522,0.015381884765701015,5.0942323852538784,-0.10408822021485653,6.150029809570259,-0.13720823364259094,6.364531567382773,0.013318139648428096,6.246980328369128,-0.09650666503905747
0.0046,1.7313,0.8465,0.8492,1.0549,0.9652,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.10408822021485653,6.150029809570259,-0.134708233642591,6.364531567382773,0.015218139648428108,6.246980328369128,-0.08590666503905753
0.0048,1.7291,0.8482,0.8509,1.0632,0.9809,11.644254089355522,0.015381884765701015,5.0942323852538784,-0.1023882202148566,6.150029809570259,-0.13300823364259096,6.364531567382773,0.023518139648428082,6.246980328369128,-0.07020666503905748
0.005,1.7313,0.8507,0.8534,1.0756,1.0033,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.09988822021485655,6.150029809570259,-0.1305082336425909,6.364531567382773,0.03591813964842805,6.246980328369128,-0.047806665039057394
0.0052,1.7313,0.8532,0.8559,1.0886,1.0259,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.0973882202148566,6.150029809570259,-0.12800823364259095,6.364531567382773,0.04891813964842817,6.246980328369128,-0.02520666503905744
0.0054,1.7358,0.8549,0.8583,1.0949,1.0476,11.644254089355522,0.022081884765700943,5.0942323852538784,-0.09568822021485657,6.150029809570259,-0.125608233642591,6.364531567382773,0.055218139648428144,6.246980328369128,-0.0035066650390573884
0.0056,1.7269,0.8573,0.8608,1.1042,1.064,11.644254089355522,0.013181884765701035,5.0942323852538784,-0.09328822021485661,6.150029809570259,-0.12310823364259094,6.364531567382773,0.06451813964842823,6.246980328369128,0.012893334960942582
0.0058,1.7336,0.8598,0.864,1.1139,1.0738,11.644254089355522,0.019881884765700963,5.0942323852538784,-0.09078822021485655,6.150029809570259,-0.11990823364259096,6.364531567382773,0.07421813964842805,6.246980328369128,0.022693334960942613
0.006,1.7313,0.8638,0.868,1.1208,1.0778,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.08678822021485655,6.150029809570259,-0.11590823364259095,6.364531567382773,0.08111813964842818,6.246980328369128,0.026693334960942616
0.0062,1.7336,0.867,0.8703,1.1254,1.0833,11.644254089355522,0.019881884765700963,5.0942323852538784,-0.08358822021485657,6.150029809570259,-0.11360823364259098,6.364531567382773,0.08571813964842812,6.246980328369128,0.032193334960942455
0.0064,1.7313,0.8701,0.8742,1.1301,1.0799,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.08048822021485658,6.150029809570259,-0.10970823364259097,6.364531567382773,0.09041813964842826,6.246980328369128,0.028793334960942607
0.0066,1.7247,0.8732,0.8765,1.1309,1.0805,11.644254089355522,0.010981884765700833,5.0942323852538784,-0.07738822021485658,6.150029809570259,-0.107408233642591,6.364531567382773,0.09121813964842818,6.246980328369128,0.02939333496094254
0.0068,1.7403,0.8771,0.8818,1.1317,1.0686,11.644254089355522,0.02658188476570089,5.0942323852538784,-0.07348822021485657,6.150029809570259,-0.10210823364259092,6.364531567382773,0.09201813964842809,6.246980328369128,0.01749333496094252
0.007,1.7313,0.8809,0.8848,1.1301,1.0673,11.644254089355522,0.017581884765700995,5.0942323852538784,-0.06968822021485654,6.150029809570259,-0.09910823364259091,6.364531567382773,0.09041813964842826,6.246980328369128,0.01619333496094244
0.0072,1.7358,0.8839,0.8855,1.1286,1.0595,11.644254089355522,0.022081884765700943,5.0942323852538784,-0.06668822021485654,6.150029809570259,-0.09840823364259099,6.364531567382773,0.08891813964842821,6.246980328369128,0.008393334960942633
